Domain Name,Expected Ratio,Observed Ratio,Enrichment Fold Change,P-value,FDR depleted P-value,Bonferroni depleted P-value,log2(Enrichment Fold Change),-log10(P-value),-log10(FDR P-value),-log10(Bonferroni P-value)
GO:0034271,3/49164 (0.006102%),0/32 (0%),0.0,0.9980485827234333,1.0,1.0,-1000.0,0.0008483177355106826,-0.0,-0.0
GO:0034272,3/49164 (0.006102%),0/32 (0%),0.0,0.9980485827234333,1.0,1.0,-1000.0,0.0008483177355106826,-0.0,-0.0
GO:0034274,4/49164 (0.008136%),0/32 (0%),0.0,0.997398930465604,1.0,1.0,-1000.0,0.001131101821621524,-0.0,-0.0
GO:0034388,4/49164 (0.008136%),0/32 (0%),0.0,0.997398930465604,1.0,1.0,-1000.0,0.001131101821621524,-0.0,-0.0
GO:0034399,10/49164 (0.02034%),0/32 (0%),0.0,0.9935096111764519,1.0,1.0,-1000.0,0.002827927184555954,-0.0,-0.0
GO:0034451,1/49164 (0.002034%),0/32 (0%),0.0,0.9993491172402571,1.0,1.0,-1000.0,0.00028276682493404826,-0.0,-0.0
GO:0034455,2/49164 (0.004068%),0/32 (0%),0.0,0.9986986448982176,1.0,1.0,-1000.0,0.0005655394033595667,-0.0,-0.0
GO:0034456,2/49164 (0.004068%),0/32 (0%),0.0,0.9986986448982176,1.0,1.0,-1000.0,0.0005655394033595667,-0.0,-0.0
GO:0034457,3/49164 (0.006102%),0/32 (0%),0.0,0.9980485827234333,1.0,1.0,-1000.0,0.0008483177355106826,-0.0,-0.0
GO:0034464,9/49164 (0.01831%),0/32 (0%),0.0,0.9941568091805975,1.0,1.0,-1000.0,0.0025451085697685686,-0.0,-0.0
GO:0034515,2/49164 (0.004068%),0/32 (0%),0.0,0.9986986448982176,1.0,1.0,-1000.0,0.0005655394033595667,-0.0,-0.0
GO:0034518,7/49164 (0.01424%),0/32 (0%),0.0,0.9954524306930554,1.0,1.0,-1000.0,0.0019794886060544173,-0.0,-0.0
